X,Y,Ye,abs(Y - Ye)
6.300000000000001,5.303672630512995,5.30183630477703,0.0018363257359652607
6.4,5.403323133811802,5.401661557273174,0.0016615765386278625
6.5,5.503006896090436,5.501503439192978,0.001503456897458122
6.6000000000000005,5.602720752341229,5.6013603680375486,0.001360384303680462
6.7,5.702461838746556,5.701230911902674,0.001230926843882152
6.800000000000001,5.802227564016836,5.801113775147845,0.0011137888689907172
6.9,5.902015583456083,5.901007785429049,0.0010077980270342124
7.0,6.001823775495443,6.000911881965554,0.0009118935298886299
7.1000000000000005,6.101650220459857,6.100825104923266,0.0008251155365908147
7.2,6.201493181355345,6.200746585808377,0.0007465955469685426
7.300000000000001,6.301351086484616,6.300675538775194,0.0006755477094220197
7.4,6.401222513717023,6.40061125276113,0.0006112609558934778
7.5,6.501106176255426,6.500553084370148,0.0005530918852780786
7.6000000000000005,6.601000909757518,6.600500451433441,0.0005004583240770799
7.7,6.700905660682717,6.700452827182887,0.0004528334998301631
7.800000000000001,6.800819475747997,6.800409734978981,0.00040974076901623135
7.9,6.9007414923871275,6.900370743540459,0.0003707488466684339
8.0,7.0006709301178365,7.000335462627903,0.0003354674899336274
8.1,7.0006709301178365,7.100303539138078,0.09963260902024196
8.200000000000001,7.200549311220154,7.2002746535699735,0.00027465765018064303
8.3,7.300497037391165,7.300248516827109,0.0002485205640558874
8.4,7.400449738070427,7.400224867324179,0.00022487074624777392
8.5,7.500406939871299,7.500203468369011,0.00020347150228783306
8.6,7.500406939871299,7.600184105793668,0.09977716592236874
8.700000000000001,7.700333174247644,7.7001665858109885,0.00016658843665595668
8.8,7.800301468553301,7.800150733075096,0.00015073547820509958
8.9,7.900272780052096,7.900136388926482,0.00013639112561403266
9.0,8.000246821620387,8.000123409804086,0.00012341181630048936
9.1,8.000246821620387,8.10011166580849,0.09986484418810271
9.200000000000001,8.200202080487742,8.200101039401838,0.00010104108590347494
9.3,8.300182850003326,8.300091424231478,9.142577184739764e-05
9.4,8.400165449539882,8.400082724065557,8.27254743249739e-05
9.5,8.500149704948042,8.500074851829888,7.485311815358386e-05
9.600000000000001,8.600135458650922,8.600067728736493,6.772991442893783e-05
9.700000000000001,8.700122568067052,8.700061283495055,6.128457199672255e-05
9.8,8.800110904183368,8.800055451599432,5.545258393624408e-05
9.9,8.900100350264017,8.900050174682056,5.017558196129812e-05
10.0,9.000090800682015,9.000045399929762,4.5400752252788834e-05
Mean Error,,,0.10768913154545162
